Time,Time Code,Country Name,Country Code,"Population ages 0-14, total [SP.POP.0014.TO]","Population ages 15-64, total [SP.POP.1564.TO]","Population ages 65 and above, total [SP.POP.65UP.TO]","Population, total [SP.POP.TOTL]",Population growth (annual %) [SP.POP.GROW],Population density (people per sq. km of land area) [EN.POP.DNST],Rural population [SP.RUR.TOTL],Urban population (% of total) [SP.URB.TOTL.IN.ZS]
2014,YR2014,"Korea, Rep.",KOR,7222232,37193108,6331319,50746659,0.628149861433639,520.585340582684,9283086,81.707
2014,YR2014,Thailand,THA,12494848,48960244,6961680,68416772,0.400860710627252,133.916835326587,36299887,46.943
2014,YR2014,Philippines,PHL,32553178,63067209,4481862,100102249,1.63281924948264,335.722067947815,53962119,46.093
2014,YR2014,Malaysia,MYS,7696012,20820049,1711956,30228017,1.73957920597507,92.0043128899711,7987149,73.577
2015,YR2015,Germany,DEU,10716271,53720119,17250222,81686611,0.865702643950251,234.153658068159,18624547,77.2
2015,YR2015,France,FRA,12163367,41818250,12611748,66593366,0.417238030192745,121.619057011416,13548420,79.655
2015,YR2015,Spain,ESP,6923955,30753242,8767635,46444832,-0.077588861590047,92.8462119727967,9473817,79.602
2015,YR2015,Switzerland,CHE,1224533,5567314,1490548,8282396,1.13833715247736,209.596011742079,2176779,73.718
2015,YR2015,Sweden,SWE,1694972,6183794,1920420,9799186,1.05745468551674,24.0582995752621,1317697,86.553
2015,YR2015,Italy,ITA,8336311,38813169,13581102,60730582,-0.0963761331392095,206.468287210172,18483353,69.565
2015,YR2015,United Kingdom,GBR,11452698,41873827,11802337,65128861,0.794967909295267,269.205394122267,11315488,82.626
2015,YR2015,Denmark,DNK,957278,3643647,1082558,5683483,0.706423849687002,135.353250773994,708958,87.526
2015,YR2015,Belgium,BEL,1917082,7311715,2045400,11274196,0.579446241677791,372.33143989432,239464,97.876
2015,YR2015,China,CHN,242508393,996030376,132681231,1371220000,0.508136747291937,146.057646126616,610192900,55.5
2015,YR2015,Japan,JPN,16517168,77547638,33076195,127141000,-0.106124993746747,348.751920122888,10958283,91.381
2015,YR2015,India,IND,375144882,860127604,73781494,1309053980,1.16752707459156,440.286016029921,879985357,32.777
2015,YR2015,Indonesia,IDN,71920631,173087947,13153535,258162113,1.18101391516764,142.507390274734,120528146,53.313
2015,YR2015,Singapore,SGP,858086,4030088,646829,5535002,1.18637693749822,7806.77291960508,0,100
2015,YR2015,"Korea, Rep.",KOR,7093426,37307195,6614326,51014947,0.527288497407793,523.337576938859,9369405,81.634
2015,YR2015,Thailand,THA,12352801,49051305,7253494,68657600,0.351383331951187,134.388224471021,35912044,47.694
2015,YR2015,Philippines,PHL,32782349,64283627,4650383,101716359,1.59959919746382,341.135456283328,54637959,46.284
2015,YR2015,Malaysia,MYS,7669676,21252304,1801175,30723155,1.62473952781179,93.5113529143205,7922580,74.213
2016,YR2016,Germany,DEU,10778999,54054431,17515239,82348669,0.807218538573871,236.023700200631,18755733,77.224
2016,YR2016,France,FRA,12151280,41773667,12934821,66859768,0.399244807338297,122.105585354584,13427447,79.917
2016,YR2016,Spain,ESP,6869351,30705099,8909612,46484062,0.0844301500680736,92.9290937806121,9371187,79.84
2016,YR2016,Switzerland,CHE,1241477,5605314,1526547,8373338,1.09203117387253,211.8974086446,2198922,73.739
2016,YR2016,Sweden,SWE,1726577,6228380,1968128,9923085,1.25645398510305,24.3624880312293,1304687,86.852
2016,YR2016,Italy,ITA,8250300,38609106,13768092,60627498,-0.169884073301448,206.117828245053,18276159,69.855
2016,YR2016,United Kingdom,GBR,11557151,42001358,12037056,65595565,0.714030265261993,271.134481048237,11226025,82.886
2016,YR2016,Denmark,DNK,950525,3664484,1113001,5728010,0.780392644135167,135.535705835029,707867,87.642
2016,YR2016,Belgium,BEL,1929882,7320116,2081424,11331422,0.506300002451376,374.221334214003,235807,97.919
2016,YR2016,China,CHN,244031214,995072896,139560890,1378665000,0.541478512050099,146.850661963179,596465626,56.736
2016,YR2016,Japan,JPN,16427690,76831284,33735537,126994511,-0.115284177050088,348.350096006144,10849141,91.457
2016,YR2016,India,IND,373356040,873908707,76906607,1324171354,1.14821469272737,445.370579747678,884784815,33.182
2016,YR2016,Indonesia,IDN,72205147,175328142,13582167,261115456,1.13749371067244,144.137657391103,120141832,53.989
2016,YR2016,Singapore,SGP,854389,4063707,689187,5607283,1.29743609938602,7908.72073342736,0,100
2016,YR2016,"Korea, Rep.",KOR,6995292,37364822,6885593,51245707,0.451318043969976,525.704831760361,9448683,81.562
2016,YR2016,Thailand,THA,12155617,49164792,7543105,68863514,0.299465511725956,134.791274051166,35500519,48.448
2016,YR2016,Philippines,PHL,33026298,65451034,4842890,103320222,1.56449713137855,346.514478317738,55302149,46.475
2016,YR2016,Malaysia,MYS,7678769,21613466,1895030,31187265,1.49932335842914,94.9239537361132,7846716,74.84
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Data from database: Jobs,,,,,,,,,,,
Last Updated: 06/29/2022,,,,,,,,,,,
Code,License Type,Indicator Name,Short definition,Long definition,Source,Topic,Periodicity,Aggregation method,Limitations and exceptions,General comments
SP.POP.0014.TO,CC BY-4.0,"Population ages 0-14, total",,"Total population between the ages 0 to 14. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.",World Bank staff estimates using the World Bank's total population and age/sex distributions of the United Nations Population Division's World Population Prospects: 2017 Revision.,Health: Population: Structure,Annual,Sum,,
SP.POP.1564.TO,CC BY-4.0,"Population ages 15-64, total",,"Total population between the ages 15 to 64. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.",World Bank staff estimates using the World Bank's total population and age/sex distributions of the United Nations Population Division's World Population Prospects: 2017 Revision.,Health: Population: Structure,Annual,Sum,,
SP.POP.65UP.TO,CC BY-4.0,"Population ages 65 and above, total",,"Total population 65 years of age or older. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.",World Bank staff estimates using the World Bank's total population and age/sex distributions of the United Nations Population Division's World Population Prospects: 2017 Revision.,Health: Population: Structure,Annual,Sum,,
SP.POP.TOTL,CC BY-4.0,"Population, total",,"Total population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship. The values shown are midyear estimates.","(1) United Nations Population Division. World Population Prospects: 2017 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",Health: Population: Structure,Annual,Sum,"Current population estimates for developing countries that lack (i) reliable recent census data, and (ii) pre- and post-census estimates for countries with census data, are provided by the United Nations Population Division and other agencies. 

The cohort component method - a standard method for estimating and projecting population - requires fertility, mortality, and net migration data, often collected from sample surveys, which can be small or limited in coverage. Population estimates are from demographic modeling and so are susceptible to biases and errors from shortcomings in both the model and the data. In the UN estimates the five-year age group is the cohort unit and five-year period data are used; therefore interpolations to obtain annual data or single age structure may not reflect actual events or age composition.

Because future trends cannot be known with certainty, population projections have a wide range of uncertainty.",Relevance to gender indicator: disaggregating the population composition by gender will help a country in projecting its demand for social services on a gender basis.
SP.POP.GROW,CC BY-4.0,Population growth (annual %),"Annual population growth rate. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","Annual population growth rate for year t is the exponential rate of growth of midyear population from year t-1 to t, expressed as a percentage . Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","Derived from total population. Population source: (1) United Nations Population Division. World Population Prospects: 2017 Revision, (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",Health: Population: Dynamics,Annual,Weighted average,,
EN.POP.DNST,CC BY-4.0,Population density (people per sq. km of land area),,"Population density is midyear population divided by land area in square kilometers. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship--except for refugees not permanently settled in the country of asylum, who are generally considered part of the population of their country of origin. Land area is a country's total area, excluding area under inland water bodies, national claims to continental shelf, and exclusive economic zones. In most cases the definition of inland water bodies includes major rivers and lakes.",Food and Agriculture Organization and World Bank population estimates.,Environment: Density & urbanization,Annual,Weighted average,"Current population estimates for developing countries that lack recent census data and pre- and post-census estimates for countries with census data are provided by the United Nations Population Division and other agencies. The cohort component method - a standard method for estimating and projecting population - requires fertility, mortality, and net migration data, often collected from sample surveys, which can be small or limited in coverage. Population estimates are from demographic modeling and so are susceptible to biases and errors from shortcomings in the model and in the data. Because the five-year age group is the cohort unit and five-year period data are used, interpolations to obtain annual data or single age structure may not reflect actual events or age composition.

The quality and reliability of official demographic data are also affected by public trust in the government, government commitment to full and accurate enumeration, confidentiality and protection against misuse of census data, and census agencies' independence from political influence. Moreover, comparability of population indicators is limited by differences in the concepts, definitions, collection procedures, and estimation methods used by national statistical agencies and other organizations that collect the data.",
SP.RUR.TOTL,CC BY-4.0,Rural population,,Rural population refers to people living in rural areas as defined by national statistical offices. It is calculated as the difference between total population and urban population. Aggregation of urban and rural population may not add up to total population because of different country coverages.,World Bank staff estimates based on the United Nations Population Division's World Urbanization Prospects: 2018 Revision.,Environment: Density & urbanization,Annual,Sum,"Aggregation of urban and rural population may not add up to total population because of different country coverage. There is no consistent and universally accepted standard for distinguishing urban from rural areas, in part because of the wide variety of situations across countries.

Estimates of the world's urban population would change significantly if China, India, and a few other populous nations were to change their definition of urban centers.

Because the estimates of city and metropolitan area are based on national definitions of what constitutes a city or metropolitan area, cross-country comparisons should be made with caution. To estimate urban populations, UN ratios of urban to total population were applied to the World Bank's estimates of total population.",
SP.URB.TOTL.IN.ZS,CC BY-4.0,Urban population (% of total),,Urban population refers to people living in urban areas as defined by national statistical offices. The data are collected and smoothed by United Nations Population Division.,United Nations Population Division. World Urbanization Prospects: 2018 Revision.,Environment: Density & urbanization,Annual,Weighted average,"Aggregation of urban and rural population may not add up to total population because of different country coverage. There is no consistent and universally accepted standard for distinguishing urban from rural areas, in part because of the wide variety of situations across countries.

Most countries use an urban classification related to the size or characteristics of settlements. Some define urban areas based on the presence of certain infrastructure and services. And other countries designate urban areas based on administrative arrangements. Because of national differences in the characteristics that distinguish urban from rural areas, the distinction between urban and rural population is not amenable to a single definition that would be applicable to all countries.

Estimates of the world's urban population would change significantly if China, India, and a few other populous nations were to change their definition of urban centers. 

Because the estimates of city and metropolitan area are based on national definitions of what constitutes a city or metropolitan area, cross-country comparisons should be made with caution.",
